household lat long Strain wt90 wt120 wt150 wt180 country
EAM2397 12.363675 37.5630783333333 Koekoek 679.102564102564 933.333333333333 1095.77922077922 1532.46753246753 Ethiopia
EAM2398 12.3619066666667 37.5657533333333 Koekoek 703.418803418803 1000.91575091575 1152.38095238095 1628.57142857143 Ethiopia
EAM2399 12.361315 37.566135 Koekoek 550 1130 1221.42857142857 1416.07142857143 Ethiopia
EAM2400 12.3642533333333 37.5625616666667 Koekoek 638.461538461538 894.285714285714 1365.71428571429 1594.28571428571 Ethiopia
EAM2401 12.4392733333333 37.48915 Kuroiler 466.666666666667 527.380952380952 650.45045045045 822.96918767507 Ethiopia
EAM2402 12.4423616666667 37.4981333333333 Kuroiler 416.551724137931 562.857142857143 710.27027027027 463.529411764706 Ethiopia
EAM2403 12.4421266666667 37.494075 Kuroiler 563.448275862069 688.571428571429 928.648648648649 1182.67379679144 Ethiopia
EAM2404 12.4554783333333 37.493855 Kuroiler 622.5 997.5 1362.16216216216 1333.33333333333 Ethiopia
EAM2405 12.4566916666667 37.4999116666667 Kuroiler 857.321428571429 1012.67857142857 1181.08108108108 1300 Ethiopia
EAM2406 12.45733 37.4987783333333 Kuroiler 418.75 731.25 927.927927927928 911.764705882353 Ethiopia
EAM2407 12.4286166666667 37.494235 Kuroiler 549.206349206349 656.632653061224 1147.61904761905 1404.92610837438 Ethiopia
EAM2408 12.4226183333333 37.4926666666667 Kuroiler 610.722610722611 766.144200626959 1114.86013986014 1257.824933687 Ethiopia
EAM2409 12.441515 37.490795 S-RIR  412.068965517241 483.035714285714 876.396396396396 1527.05882352941 Ethiopia
EAM2410 12.4449283333333 37.494635 S-RIR  400 775 1182.7027027027 1286.41711229947 Ethiopia
EAM2411 12.4570733333333 37.495675 S-RIR  241.666666666667 491.666666666667 661.261261261261 766.666666666667 Ethiopia
EAM2412 12.4621083333333 37.5020633333333 S-RIR  553.703703703704 720.344827586207 1041.08108108108 1120.18099547511 Ethiopia
EAM2413 12.4431283333333 37.4941016666667 S-RIR  432.183908045977 645.238095238095 711.046511627907 671.363636363636 Ethiopia
EAM2414 12.4232383333333 37.49364 S-RIR  407.692307692308 567.972831765935 815.40404040404 906.32183908046 Ethiopia
EAM2415 12.4231716666667 37.4940016666667 S-RIR  376.094674556213 574.48275862069 558.333333333333 797.413793103448 Ethiopia
EAM2416 12.4255266666667 37.496475 S-RIR  376.923076923077 535.073891625616 648.809523809524 651.84331797235 Ethiopia
EAM2425 12.45396 37.4954266666667 Sasso 568 608 943.076923076923 1207.5 Ethiopia
EAM2426 12.457725 37.50084 Sasso 643.076923076923 704.615384615385 1238.7573964497 1485.16483516484 Ethiopia
EAM2427 12.455385 37.4935616666667 Sasso 514 734 1123.07692307692 1423.21428571429 Ethiopia
EAM2428 12.4617733333333 37.502085 Sasso 901.666666666667 951.666666666667 1134.9358974359 1331.25 Ethiopia
EAM2429 12.4432016666667 37.4963766666667 Sasso 563.333333333333 730 1240.38461538462 1457.14285714286 Ethiopia
EAM2430 12.44411 37.4990933333333 Sasso 615.714285714286 706.190476190476 1318.91025641026 1436.0119047619 Ethiopia
EAM2431 12.4585133333333 37.5015033333333 Sasso 672.121212121212 678.181818181818 1170 1471.19047619048 Ethiopia
EAM2432 12.4617666666667 37.5020483333333 Sasso 708 748 1153.07692307692 1383.57142857143 Ethiopia
EAM2433 12.4446733333333 37.504765 Koekoek 635.294117647059 941.596638655462 1063.02521008403 1174.36974789916 Ethiopia
EAM2434 12.44458 37.5048033333333 Koekoek 526.909090909091 985.714285714286 1328.57142857143 1971.42857142857 Ethiopia
EAM2435 12.445915 37.502615 Koekoek 671.666666666667 854.166666666667 1119.04761904762 1247.02380952381 Ethiopia
EAM2436 12.44463 37.5048066666667 Koekoek 598.285714285714 933.333333333333 1096.8253968254 1217.85714285714 Ethiopia
EAM2437 12.4446466666667 37.504445 Koekoek 611.384615384615 915.934065934066 1042.38618524333 1102.04081632653 Ethiopia
EAM2438 12.4446766666667 37.5048366666667 Koekoek 655.166666666667 939.821428571429 1066.66666666667 1180.95238095238 Ethiopia
EAM2439 12.44473 37.5048633333333 Koekoek 507.558441558442 927.040816326531 1033.33333333333 1194.04761904762 Ethiopia
EAM2440 12.44467 37.5048016666667 Koekoek 716 1139.28571428571 1207.14285714286 1129.7619047619 Ethiopia
EAM2441 12.411825 37.5486616666667 Kuroiler 903.603603603604 1050.83333333333 1300.68965517241 1586.66666666667 Ethiopia
EAM2442 12.41214 37.5601783333333 Kuroiler 827.777777777778 1020.83333333333 1561.72839506173 1937.93103448276 Ethiopia
EAM2443 12.4143583333333 37.5639966666667 Kuroiler 805.668016194332 1133.33333333333 1333.33333333333 1493.33333333333 Ethiopia
EAM2446 12.4209583333333 37.55094 Kuroiler 728.526077097506 1102.77777777778 1901.14942528736 2140.74074074074 Ethiopia
EAM2447 12.416645 37.548955 Kuroiler 686.772486772487 955.555555555556 1313.58024691358 1162.06896551724 Ethiopia
EAM2448 12.4158916666667 37.5496516666667 Kuroiler 729.054054054054 968.75 1107.75862068966 1177.77777777778 Ethiopia
EAM2449 12.4147733333333 37.5517183333333 S-RIR  590.22113022113 837.5 977.011494252873 1259.25925925926 Ethiopia
EAM2450 12.4208116666667 37.53897 S-RIR  597.894736842105 865 1383.33333333333 1924.12587412587 Ethiopia
EAM2451 12.4163866666667 37.5635133333333 S-RIR  666.666666666667 944.444444444444 1604.32098765432 1850 Ethiopia
EAM2452 12.4177233333333 37.5347783333333 S-RIR  261.538461538462 368.047337278107 474.556213017752 581.065088757396 Ethiopia
EAM2453 12.41599 37.5626316666667 S-RIR  528.298368298368 766.666666666667 828.148148148148 973.275862068965 Ethiopia
EAM2454 12.4143666666667 37.5624366666667 S-RIR  539.628482972136 729.201680672269 633.333333333333 466.666666666667 Ethiopia
EAM2455 12.4161583333333 37.5492766666667 S-RIR  496.782496782497 695.238095238095 874.074074074074 1058.62068965517 Ethiopia
EAM2456 12.42232 37.5338933333333 S-RIR  700.877192982456 850 1247.35632183908 1421.53846153846 Ethiopia
EAM2465 12.4102066666667 37.5601716666667 Sasso 817.733990147783 965.51724137931 1140.81632653061 1298.97959183673 Ethiopia
EAM2466 12.4173366666667 37.5505583333333 Sasso 1118.93004115226 995.473251028807 1094.44444444444 1995.2380952381 Ethiopia
EAM2467 12.414625 37.5464066666667 Sasso 1023.80952380952 1166.66666666667 1364.28571428571 1757.14285714286 Ethiopia
EAM2468 12.42225 37.53371 Sasso 939.522546419098 1050.92838196286 1165.38461538462 1486.81318681319 Ethiopia
EAM2469 12.4228116666667 37.5532916666667 Sasso 817.901234567901 1114.1975308642 1073.80952380952 2791.07142857143 Ethiopia
EAM2470 12.41361 37.5621033333333 Sasso 1169.95073891626 1229.06403940887 1477.55102040816 1668.87755102041 Ethiopia
EAM2472 12.423305 37.5343633333333 Sasso 819.435736677116 951.097178683386 1131.16883116883 1423.37662337662 Ethiopia
EAM2473 12.4114683333333 37.5592166666667 Koekoek 761.6 868.571428571429 1194.28571428571 1530 Ethiopia
EAM2474 12.4146883333333 37.5634533333333 Koekoek 722.857142857143 1005.10204081633 1220.40816326531 1205.10204081633 Ethiopia
EAM2475 12.40768 37.560215 Koekoek 705.142857142857 1058.16326530612 1928.57142857143 2000 Ethiopia
EAM2476 12.4165416666667 37.5483233333333 Koekoek 720 893.877551020408 1077.55102040816 1220.40816326531 Ethiopia
EAM2477 12.4163866666667 37.548655 Koekoek 635.692307692308 786.813186813187 978.021978021978 1186.81318681319 Ethiopia
EAM2478 12.42551 37.5575383333333 Koekoek 622.666666666667 864.285714285714 1298.4126984127 1536.50793650794 Ethiopia
EAM2480 12.4281833333333 37.5563816666667 Koekoek 670.666666666667 823.809523809524 1169.84126984127 1471.42857142857 Ethiopia
EAM2481 11.2436166666667 39.8299516666667 Koekoek 829.87012987013 1403.22077922078 1528.57142857143 1945.47619047619 Ethiopia
EAM2482 11.2423 39.8274083333333 Koekoek 460 1436.53333333333 1488.88888888889 1846.2037037037 Ethiopia
EAM2483 11.2412633333333 39.8308016666667 Koekoek 1250 1300.84848484848 1450.75757575758 1861.25 Ethiopia
EAM2484 11.2378533333333 39.8316683333333 Koekoek 950 1360 1527.08333333333 1755 Ethiopia
EAM2485 11.2444216666667 39.8258166666667 Koekoek 1240 1490.45714285714 1428.57142857143 1428.57142857143 Ethiopia
EAM2486 11.2424183333333 39.8271666666667 Koekoek 1644.44444444444 1384.77777777778 1512.5 1948.125 Ethiopia
EAM2487 11.2434933333333 39.8293683333333 Koekoek 1436.36363636364 1418.90909090909 1557.19696969697 1898.63636363636 Ethiopia
EAM2488 11.2413083333333 39.8306316666667 Koekoek 1350 1402.8 1472.70833333333 1931.83333333333 Ethiopia
EAM2489 11.2378466666667 39.8317216666667 Sasso 1500 1212.5 1250 1825 Ethiopia
EAM2490 11.25469 39.8253466666667 Sasso 1369.375 1517.02857142857 1542.85714285714 2196.42857142857 Ethiopia
EAM2491 11.2413166666667 39.8307666666667 Sasso 1348.48484848485 1415.90909090909 1445.45454545455 1722.72727272727 Ethiopia
EAM2492 11.2547 39.825265 Sasso 1545.3125 1449 1487.5 2218.75 Ethiopia
EAM2493 11.23862 39.8328216666667 Sasso 1316.66666666667 1413.66666666667 1425 1909.91379310345 Ethiopia
EAM2495 11.25556 39.8251716666667 Sasso 1421.26623376623 1428.70707070707 1466.66666666667 2108.33333333333 Ethiopia
EAM2496 11.2379916666667 39.8326 Sasso 1499.10714285714 1547.11111111111 1544.44444444444 2039.23611111111 Ethiopia
EAM2505 11.2731033333333 39.8461333333333 S-RIR  935.294117647059 1366.66666666667 1641.66666666667 2509.0625 Ethiopia
EAM2506 11.2376883333333 39.8251066666667 S-RIR  1022.87581699346 1444.44444444444 2000.81699346405 2124.52380952381 Ethiopia
EAM2507 11.2402566666667 39.823775 S-RIR  895.3125 1237.66666666667 1676.66666666667 2540.625 Ethiopia
EAM2508 11.27214 39.8463966666667 Kuroiler 898.75 1195.33333333333 1787.5 2617.96875 Ethiopia
EAM2509 11.2717966666667 39.8448083333333 Kuroiler 1080.88235294118 1500 1953.78151260504 2122.32142857143 Ethiopia
EAM2510 11.2723516666667 39.8460466666667 Kuroiler 1022.54901960784 1525 1968.62745098039 2032.77777777778 Ethiopia
EAM2511 11.2722083333333 39.8463416666667 Kuroiler 1071.6577540107 1336.36363636364 1941.97860962567 1965.90909090909 Ethiopia
EAM2512 11.2416266666667 39.8267683333333 Kuroiler 1082.8781512605 1168.75 1957.35294117647 2405.3125 Ethiopia
EAM2513 11.254635 39.82541 Kuroiler 1045.75163398693 1388.88888888889 1863.96825396825 2447.33893557423 Ethiopia
EAM2514 11.2722816666667 39.846345 Kuroiler 1057.56302521008 1239.28571428571 1648.48484848485 2308.92857142857 Ethiopia
EAM2515 11.2725433333333 39.8449133333333 Kuroiler 994.485294117647 1562.5 1650 2161.69642857143 Ethiopia
EAM2516 11.2687816666667 39.845785 Kuroiler 1084.375 1215.55555555556 1516.66666666667 2458.33333333333 Ethiopia
EAM2517 11.272315 39.8463166666667 Kuroiler 1261.76470588235 1350 1810.08403361345 2258.33333333333 Ethiopia
EAM2518 11.2686333333333 39.8458533333333 Kuroiler 1064.28571428571 1325.55555555556 1697.22222222222 2361.97916666667 Ethiopia
EAM2519 11.2724516666667 39.8463233333333 Kuroiler 1022.1875 1415.97222222222 1843.05555555556 2450 Ethiopia
EAM2520 11.272375 39.8448283333333 Kuroiler 1107.14285714286 1357.11111111111 1565.55555555556 2707.8125 Ethiopia
EAM2521 10.9596116666667 39.77599 S-RIR  709.313725490196 1325 1960 1822.85714285714 Ethiopia
EAM2522 10.9598016666667 39.7751533333333 S-RIR  1129.41176470588 1543.85964912281 2000 2428.57142857143 Ethiopia
EAM2523 10.9050116666667 39.7956266666667 S-RIR  854.949494949495 1561.35265700483 1257.14285714286 2089.0756302521 Ethiopia
EAM2524 10.9037283333333 39.7947166666667 S-RIR  1389.28571428571 1821.11111111111 2400 2771.42857142857 Ethiopia
EAM2525 10.90399 39.7944366666667 S-RIR  870.967741935484 1242.42424242424 1911.90476190476 2650 Ethiopia
EAM2526 10.9016683333333 39.7930566666667 S-RIR  1167.5 1719.68253968254 1952.22222222222 2233.1746031746 Ethiopia
EAM2527 10.9048983333333 39.7962933333333 S-RIR  920.879120879121 1603.72670807453 2133.33333333333 2898.03921568627 Ethiopia
EAM2528 10.9032583333333 39.7950566666667 S-RIR  1366.15384615385 1839.56043956044 2135.2380952381 3192.38095238095 Ethiopia
EAM2529 10.9230683333333 39.781985 Kuroiler 1470.69597069597 2583.33333333333 2867 3832.90322580645 Ethiopia
EAM2530 10.9017666666667 39.7949616666667 Kuroiler 1401.03896103896 1998.77551020408 2832.01714110805 3125.86470768289 Ethiopia
EAM2531 10.9019566666667 39.79606 Kuroiler 2117.51152073733 3353.0612244898 4000 3906.25 Ethiopia
EAM2532 10.9012033333333 39.7940733333333 Kuroiler 1892.70833333333 2388.88888888889 3424.24242424242 3861.29032258065 Ethiopia
EAM2533 10.9018633333333 39.7945666666667 Kuroiler 1904.83870967742 3172.22222222222 1967.49311294766 3174.10468319559 Ethiopia
EAM2534 10.9043883333333 39.7969216666667 Kuroiler 1488 2512.17391304348 2746.66666666667 3731.72413793103 Ethiopia
EAM2535 10.9559983333333 39.7770333333333 Kuroiler 1320.52287581699 2525.14619883041 2942.85714285714 3334.69387755102 Ethiopia
EAM2536 10.9156183333333 39.8056183333333 Kuroiler 1701.44230769231 2630 2997.22222222222 3228.28282828283 Ethiopia
EAM2537 10.9084233333333 39.789555 Sasso 1181.66666666667 1655.90909090909 2316.69724770642 2834.12844036697 Ethiopia
EAM2544 10.9017433333333 39.797265 Sasso 995.555555555556 1667.80626780627 2970.77625570776 3395.43378995434 Ethiopia
EAM2546 10.9047083333333 39.7941433333333 Sasso 1198.7012987013 1563.24786324786 2416.48745519713 1715.41218637993 Ethiopia
EAM2548 10.90653 39.79677 Koekoek 751.978021978022 1027.31755424063 2308.38264299803 3056.84931506849 Ethiopia
EAM2549 10.90598 39.7970233333333 Koekoek 726.363636363636 1002.331002331 2163.17016317016 2790.1185770751 Ethiopia
EAM2552 10.904765 39.7969483333333 Koekoek 751.978021978022 1028.40236686391 2342.01183431953 3001.65425971878 Ethiopia
EAM2561 11.1538233333333 39.9038633333333 S-RIR  925.641025641026 1190.86538461538 1127.84992784993 2510.60606060606 Ethiopia
EAM2562 11.1631383333333 39.9106416666667 S-RIR  918.787878787879 1507.53246753247 1848.9898989899 2573.45679012346 Ethiopia
EAM2563 11.15762 39.9347883333333 S-RIR  1142.32804232804 1626.38888888889 2141.25514403292 2744.15807560137 Ethiopia
EAM2564 11.153855 39.9081716666667 S-RIR  1045.2380952381 1618.02083333333 2188.43537414966 2872.10884353741 Ethiopia
EAM2565 11.1542116666667 39.9044516666667 S-RIR  1108.75 1723.42857142857 2597.2972972973 4056.75675675676 Ethiopia
EAM2567 11.1547033333333 39.9152083333333 S-RIR  1219.04761904762 1552.12121212121 2030.66666666667 3172.47619047619 Ethiopia
EAM2569 11.151655 39.90625 S-RIR  1173.4693877551 1831.70731707317 2326.19047619048 3469.04761904762 Ethiopia
EAM2570 11.1578839 39.9163986 S-RIR  919.78021978022 1744.34589800443 2226.31578947368 2074.13793103448 Ethiopia
EAM2571 11.1557966666667 39.9075966666667 S-RIR  1295.42483660131 1620.94356261023 2140.15873015873 2013.33333333333 Ethiopia
EAM2572 11.1527016666667 39.9357583333333 Kuroiler 1334.48773448773 1745.45454545455 2655.17786561265 3036.79487179487 Ethiopia
EAM2573 11.1520133333333 39.9044766666667 S-RIR  900 1067.85714285714 1552.64705882353 3250.3125 Ethiopia
EAM2574 11.15455 39.90678 Kuroiler 1475.92592592593 2069.44444444444 3736.11111111111 6819.44444444444 Ethiopia
EAM2575 11.1526 39.9080116666667 Kuroiler 1155 1706.94444444444 2200 3700 Ethiopia
EAM2576 11.152515 39.9060516666667 Kuroiler 1270.83333333333 1989.81481481481 2458.75 1840 Ethiopia
EAM2577 11.1531683333333 39.9062266666667 Koekoek 1017.5 2491.78571428571 2821.25 4603.33333333333 Ethiopia
EAM2578 11.1545216666667 39.9050466666667 Koekoek 1236.8253968254 2352.24867724868 2422.68518518519 2455.55555555556 Ethiopia
EAM2579 11.1634783333333 39.92375 Koekoek 1153.57142857143 2092.48327430146 2295.55293191657 2381.11111111111 Ethiopia
EAM2581 11.15836 39.9335816666667 Koekoek 1195.625 2107.87878787879 1744.24242424242 3470 Ethiopia
EAM2582 11.159155 39.9337983333333 Koekoek 1169.09090909091 1960 2340.35964035964 2185.47008547009 Ethiopia
EAM2583 11.1567636 39.914947 Koekoek 900 2157.97101449275 3027.53623188406 2811.11111111111 Ethiopia
EAM2584 11.1567636 39.914947 Koekoek 1160 2020.4347826087 2326.95652173913 2445.45454545455 Ethiopia
EAM2585 11.154255 39.9062266666667 Sasso 2392.85714285714 2607.14285714286 2821.42857142857 3349.30555555556 Ethiopia
EAM2586 11.154955 39.9074933333333 Sasso 1981.35683760684 2242.57478632479 2503.79273504273 3657.29166666667 Ethiopia
EAM2587 11.1554 39.9065283333333 Sasso 2057.99533799534 2101.35198135198 2144.70862470862 3451.56695156695 Ethiopia
EAM2588 11.1568297 39.9150135 Sasso 2422.46753246753 2527.66233766234 2632.85714285714 2341.26984126984 Ethiopia
EAM2589 11.153085 39.90756 Sasso 4480.14705882353 3418.87254901961 2357.59803921569 2748.88888888889 Ethiopia
EAM2591 11.1534616666667 39.90597 Sasso 2088.72785829308 2223.02737520129 2357.3268921095 2833.41614906832 Ethiopia
ERM2081 7.72772166666667 38.6447933333333 Sasso 725.967741935484 1543.70967741935 2361.45161290323 2175 Ethiopia
ERM2290 9.03008666666667 37.1858966666667 Koekoek 800 800 866.666666666667 957.575757575758 Ethiopia
ERM2299 9.03739333333333 37.20046 Sasso 1373.07692307692 1603.84615384615 1916.66666666667 2361.11111111111 Ethiopia
ERM2351 9.050915 37.1748766666667 Sasso 1486.66666666667 1492.90322580645 1280 530 Ethiopia
ERM2441 8.68256 37.2918233333333 Horro 753.542857142857 1200.79365079365 1008.15295815296 815.512265512266 Ethiopia
ERM2445 8.661955 37.2872183333333 S-RIR  454.473684210526 562.368421052632 699.074074074074 1640 Ethiopia
ERM2453 8.69768666666667 37.3034283333333 S-RIR  339.080459770115 568.965517241379 902.777777777778 1625 Ethiopia
ERM2455 8.68912333333333 37.287125 Koekoek 576.923076923077 961.538461538462 1464.51612903226 1980.64516129032 Ethiopia
ERM2458 8.66584833333333 37.2868083333333 S-RIR  491.315789473684 546.578947368421 625.308641975309 1200 Ethiopia
ERM2461 8.67771666666667 37.2824783333333 S-RIR  334.210526315789 571.052631578947 825.555555555556 1260 Ethiopia
ERM2462 8.68394666666667 37.3064833333333 Koekoek 431.707317073171 590.243902439024 1239.54081632653 1986.98979591837 Ethiopia
ERM2467 8.67954833333333 37.2836216666667 Sasso 1467.33333333333 2166.66666666667 2250 2333.33333333333 Ethiopia
ERM2495 9.405435 41.9724933333333 Koekoek 808.620689655172 1007.75862068966 1206.89655172414 1424.64516129032 Ethiopia
ERM2499 9.40698666666667 41.96695 Koekoek 381.25 915.625 1450 1411.29032258065 Ethiopia
ERM2504 9.40796166666667 41.96481 Koekoek 117.5 658.571428571429 1199.64285714286 1431.61290322581 Ethiopia
ERM2506 9.435945 42.1166166666667 Koekoek 607.555555555556 894.222222222222 1180.88888888889 1440.86021505376 Ethiopia
ERM2510 9.40747166666667 41.9658583333333 Koekoek 513.636363636364 781.818181818182 1050 1388.70967741935 Ethiopia
ERM2513 9.40748333333333 41.9659283333333 Koekoek 164.444444444444 675.555555555556 1186.66666666667 1448.38709677419 Ethiopia
ERM2514 9.40683 41.9677483333333 Koekoek 780 930 1080 1388 Ethiopia
ERM2617 8.572625 40.3787266666667 Horro 605.645161290323 655 808.870967741935 995.454545454545 Ethiopia
ERM2618 8.56836666666667 40.3610866666667 Horro 620.967741935484 759 907.956989247312 904.545454545455 Ethiopia
ERM2620 8.56491166666667 40.3725216666667 Horro 497.022332506203 618.461538461538 753.019023986766 904.954304954305 Ethiopia
ERM2622 8.56354833333333 40.3667283333333 Horro 541.218637992832 686.666666666667 808.243727598566 707.070707070707 Ethiopia
ERM2623 8.57386166666667 40.38058 Koekoek 614.746543778802 752.857142857143 889.924591537495 903.810835629017 Ethiopia
