household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
EAA2183,8.941855,38.71811,Koekoek,366.111111111111,988.333333333333,2060.9756097561,2711.14369501466,Male,Ethiopia
EAA2183,8.941855,38.71811,Koekoek,354.102564102564,1024.98168498169,2787.69230769231,2686.17511520737,Female,Ethiopia
EAA2184,8.94170333333333,38.718015,Koekoek,351.25,987.857142857143,2052.13414634146,2607.66129032258,Female,Ethiopia
EAA2184,8.94170333333333,38.718015,Koekoek,388.518518518519,988.783068783069,2060.9756097561,2649.30875576037,Male,Ethiopia
EAA2185,8.93614166666667,38.716885,S-RIR ,444.642857142857,985,1545.88235294118,2354.66666666667,Male,Ethiopia
EAA2185,8.93614166666667,38.716885,S-RIR ,458.299319727891,955.166666666667,1543.90968508616,2330.90909090909,Female,Ethiopia
EAA2188,8.93985333333333,38.7189333333333,Koekoek,466.394335511983,987.254901960784,2023.52941176471,2634.57305502846,Female,Ethiopia
EAA2188,8.93985333333333,38.7189333333333,Koekoek,118.095238095238,973.650793650794,2008.94308943089,2637.94162826421,Male,Ethiopia
EAA2189,8.94235,38.7171133333333,Koekoek,542.19298245614,977.318295739348,1983.44030808729,2641.66383701188,Female,Ethiopia
EAA2189,8.94235,38.7171133333333,Koekoek,586.666666666667,940.47619047619,2134.75609756098,2646.77419354839,Male,Ethiopia
EAA2190,8.93500333333333,38.7165066666667,Koekoek,566.129032258065,660.344827586207,737.931034482759,500,Male,Ethiopia
EAA2190,8.93500333333333,38.7165066666667,Koekoek,558.064516129032,613.793103448276,717.241379310345,682.258064516129,Female,Ethiopia
EAA2191,8.93252333333333,38.7136666666667,Koekoek,558.064516129032,620.689655172414,775.862068965517,900,Male,Ethiopia
EAA2191,8.93252333333333,38.7136666666667,Koekoek,717.497556207234,685.057471264368,822.988505747126,962.365591397849,Female,Ethiopia
EAA2192,8.93360166666667,38.7130816666667,Koekoek,478.448275862069,575.431034482759,672.413793103448,947.58064516129,Female,Ethiopia
EAA2192,8.93360166666667,38.7130816666667,Koekoek,473.630831643002,504.056795131846,534.48275862069,558.823529411765,Male,Ethiopia
EAA2193,8.93527333333333,38.7158516666667,S-RIR ,409.591836734694,997.722222222222,1573.42047930283,2266.66666666667,Female,Ethiopia
EAA2193,8.93527333333333,38.7158516666667,S-RIR ,444.642857142857,985,1648.23529411765,2332,Male,Ethiopia
EAA2194,8.93312333333333,38.7155316666667,Koekoek,582.258064516129,746.551724137931,720.689655172414,867.741935483871,Female,Ethiopia
EAA2194,8.93312333333333,38.7155316666667,Koekoek,555.555555555556,563.218390804598,620.689655172414,888.888888888889,Male,Ethiopia
EAA2195,8.94308,38.7145166666667,Kuroiler,334.330566582461,-1935.28711484594,-179.614845938376,1576.05742296919,Female,Ethiopia
EAA2196,8.93529833333333,38.7159916666667,Koekoek,505.376344086022,535.632183908046,552.873563218391,1205.06912442396,Female,Ethiopia
EAA2196,8.93529833333333,38.7159916666667,Koekoek,550,553.448275862069,579.310344827586,1900,Male,Ethiopia
EAA2197,8.93421166666667,38.7116483333333,Horro,636.585365853659,856.09756097561,1075.60975609756,1295.12195121951,Female,Ethiopia
EAA2198,8.93346333333333,38.7133883333333,S-RIR ,428.299319727891,987.166666666667,2866.66666666667,2606.66666666667,Female,Ethiopia
EAA2198,8.93346333333333,38.7133883333333,S-RIR ,442.142857142857,986.25,2000.78431372549,2728,Male,Ethiopia
EAA2199,8.94257166666667,38.7171916666667,Koekoek,444.824561403509,997.894736842105,2064.05648267009,2717.91767554479,Female,Ethiopia
EAA2199,8.94257166666667,38.7171916666667,Koekoek,640,987.142857142857,2060.9756097561,3158.53658536585,Male,Ethiopia
EAA2200,8.93654833333333,38.7180683333333,S-RIR ,396.666666666667,986.333333333333,1790.90909090909,2609.09090909091,Male,Ethiopia
EAA2200,8.93654833333333,38.7180683333333,S-RIR ,375.12987012987,1008.45454545455,1705.6314897224,2412.08412799322,Female,Ethiopia
EAA2202,8.92075666666667,38.7145466666667,S-RIR ,1643.13725490196,1966.66666666667,1764.28571428571,1978.57142857143,Male,Ethiopia
EAA2202,8.92075666666667,38.7145466666667,S-RIR ,1105.88235294118,1900,1907.69230769231,2700.47619047619,Female,Ethiopia
EAA2203,8.91252166666667,38.7075516666667,S-RIR ,1141.77777777778,1788.44444444444,1987.41071428571,1845.44642857143,Male,Ethiopia
EAA2203,8.91252166666667,38.7075516666667,S-RIR ,885.714285714286,1528.57142857143,2007.69230769231,2859,Female,Ethiopia
EAA2205,8.91760333333333,38.7168733333333,Kuroiler,440.683760683761,-2834.18803418803,-260.31746031746,2313.55311355311,Female,Ethiopia
EAA2206,8.91726833333333,38.7159816666667,Kuroiler,476.296296296296,-2537.03703703704,-129.62962962963,2277.77777777778,Female,Ethiopia
EAA2207,8.91442333333333,38.7083016666667,Koekoek,1000,1000,1076.92307692308,1555,Female,Ethiopia
EAA2208,8.91203,38.707015,Koekoek,1158.7619047619,1824.47619047619,1997.77400169924,2123.68734069669,Male,Ethiopia
EAA2208,8.91203,38.707015,Koekoek,944.761904761905,1530.47619047619,1959.87179487179,2830.66666666667,Female,Ethiopia
EAA2209,8.91197833333333,38.70621,S-RIR ,1159.59183673469,1606.5306122449,2052.00471698113,2036.08490566038,Male,Ethiopia
EAA2209,8.91197833333333,38.70621,S-RIR ,799.206349206349,1126.5873015873,2234.28571428571,2822.85714285714,Female,Ethiopia
EAA2210,8.91650833333333,38.7108416666667,Koekoek,1136.7619047619,1262.47619047619,2000,2000,Male,Ethiopia
EAA2210,8.91650833333333,38.7108416666667,Koekoek,867.619047619048,1024.7619047619,2216.57142857143,2541.42857142857,Female,Ethiopia
EAA2211,8.91253833333333,38.70571,S-RIR ,806.666666666667,1356.66666666667,2268.05714285714,2541.52380952381,Female,Ethiopia
EAA2211,8.91253833333333,38.70571,S-RIR ,931.968253968254,1696.73015873016,2026.75675675676,2164.59459459459,Male,Ethiopia
EAA2212,8.92144,38.7111266666667,Kuroiler,414.222222222222,-2791.46666666667,-282.133333333333,2227.2,Female,Ethiopia
EAA2213,8.91394,38.709445,Kuroiler,422.222222222222,-3038.55555555556,-342.444444444444,2353.66666666667,Female,Ethiopia
EAA2214,8.91403,38.7096533333333,Koekoek,873.737142857143,1176.76571428571,2104.25295857988,2756.63817663818,Female,Ethiopia
EAA2214,8.91403,38.7096533333333,Koekoek,1363.8961038961,1979.48051948052,2143.82139148494,2252.85565939772,Male,Ethiopia
EAA2215,8.91123666666667,38.7062783333333,Koekoek,1043.39622641509,1100,1100,1003.07692307692,Female,Ethiopia
EAA2216,8.91644166666667,38.7102033333333,Koekoek,853.061224489796,1251.02040816327,2222.0380952381,2774.53968253968,Female,Ethiopia
EAA2216,8.91644166666667,38.7102033333333,Koekoek,1161.42857142857,1247.14285714286,2009.24528301887,2006.41509433962,Male,Ethiopia
EAA2219,8.92288166666667,38.7121233333333,Kuroiler,367.5,-3296.75925925926,-486.574074074074,2323.61111111111,Female,Ethiopia
EAA2220,8.92160666666667,38.70849,Kuroiler,424.444444444444,-3055.55555555556,-344.444444444444,2366.66666666667,Female,Ethiopia
EAA2222,8.91130333333333,38.707325,S-RIR ,1112.38095238095,1455.2380952381,1786.17886178862,1517.88617886179,Female,Ethiopia
EAA2222,8.91130333333333,38.707325,S-RIR ,1047.14285714286,1775.71428571429,1633.64485981308,1745.79439252336,Male,Ethiopia
EAA2223,8.91450166666667,38.71039,Kuroiler,513.333333333333,-2995.9595959596,-213.131313131313,2569.69696969697,Female,Ethiopia
EAA2224,8.913905,38.708405,Koekoek,973.928571428571,1434.64285714286,2028.01282051282,2769.16666666667,Female,Ethiopia
EAA2224,8.913905,38.708405,Koekoek,1358.65546218487,1930.9243697479,2113.29179646937,2231.67185877466,Male,Ethiopia
EAA2225,8.91335833333333,38.7081016666667,Kuroiler,339.259259259259,-3371.57407407407,-544.259259259259,2283.05555555556,Female,Ethiopia
EAA2226,8.913305,38.7081933333333,Horro,670.714285714286,763.571428571429,1093.58490566038,1294.52830188679,Male,Ethiopia
EAA2226,8.913305,38.7081933333333,Horro,600.571428571429,754.857142857143,1252.8,1603.66666666667,Female,Ethiopia
EAA2227,8.91779666666667,38.708965,Koekoek,1003.71428571429,1406.57142857143,1825.29585798817,2490.34965034965,Female,Ethiopia
EAA2227,8.91779666666667,38.708965,Koekoek,944.395604395604,1623.51648351648,2040.17857142857,2174.10714285714,Male,Ethiopia
EAA2228,8.91451666666667,38.7083066666667,Horro,619.428571428571,765.142857142857,959.598214285714,1408.25892857143,Male,Ethiopia
EAA2228,8.91451666666667,38.7083066666667,Horro,569.714285714286,792.571428571429,1022.5,1455.33333333333,Female,Ethiopia
EAA2229,8.910505,38.706865,Koekoek,956.603773584906,900,1053.84615384615,1380,Female,Ethiopia
EAA2230,8.92196666666667,38.710125,Koekoek,690.204081632653,1473.87755102041,1957.94392523364,1817.75700934579,Male,Ethiopia
EAA2230,8.92196666666667,38.710125,Koekoek,791.982417582418,881.850549450549,2149.42307692308,2729.77777777778,Female,Ethiopia
EAA2232,8.92202833333333,38.7099066666667,S-RIR ,937.238095238095,1441.52380952381,2009.61538461538,2816.66666666667,Female,Ethiopia
EAA2232,8.92202833333333,38.7099066666667,S-RIR ,1203.02040816327,1761.38775510204,580.373831775701,1014.95327102804,Male,Ethiopia
EAA2233,8.92263166666667,38.7097316666667,S-RIR ,1119.31972789116,1907.07482993197,2263.23987538941,2029.59501557632,Male,Ethiopia
EAA2233,8.92263166666667,38.7097316666667,S-RIR ,904.126984126984,1851.74603174603,2005.38461538462,2648,Female,Ethiopia
EAA2234,8.915365,38.7084133333333,S-RIR ,953.904761904762,1208.19047619048,2089.70414201183,2650.25641025641,Female,Ethiopia
EAA2234,8.915365,38.7084133333333,S-RIR ,1104.28571428571,1761.42857142857,2015.65476190476,2156.72619047619,Male,Ethiopia
EAA2235,8.91407166666667,38.709235,Horro,652.380952380952,795.238095238095,1654.22222222222,1684.25925925926,Female,Ethiopia
EAA2235,8.91407166666667,38.709235,Horro,876.326530612245,913.061224489796,1022.32704402516,1168.5534591195,Male,Ethiopia
EAA2236,8.91230833333333,38.7079333333333,Horro,657.414965986394,588.027210884354,1647.14285714286,1578.47619047619,Female,Ethiopia
EAA2236,8.91230833333333,38.7079333333333,Horro,667.619047619048,674.761904761905,929.874213836478,1104.40251572327,Male,Ethiopia
EAA2238,8.923425,38.71121,Koekoek,1112.04081632653,1898.77551020408,1851.09034267913,1743.61370716511,Male,Ethiopia
EAA2238,8.923425,38.71121,Koekoek,910.769230769231,1741.53846153846,1750,2738.66666666667,Female,Ethiopia
EAA2239,8.92247833333333,38.7129216666667,Koekoek,843.396226415094,900,1073.07692307692,1387.5,Female,Ethiopia
EAM2041,11.4770383333333,36.891515,Koekoek,900,1157.14285714286,1414.28571428571,2382.26600985222,Male,Ethiopia
EAM2041,11.4770383333333,36.891515,Koekoek,730.769230769231,877.884615384615,1025,1928.74779541446,Female,Ethiopia
EAM2042,11.479145,36.8561416666667,S-RIR ,739.473684210526,1200,1576.84729064039,1768.96551724138,Male,Ethiopia
EAM2042,11.479145,36.8561416666667,S-RIR ,764.259398496241,1016.32653061224,1539.90147783251,2133.33333333333,Female,Ethiopia
EAM2043,11.4818083333333,36.855315,Kuroiler,803.817016317016,1152.32142857143,1312.5,1653.76984126984,Female,Ethiopia
EAM2043,11.4818083333333,36.855315,Kuroiler,886.538461538462,1172.42424242424,1558.33333333333,2120.83333333333,Male,Ethiopia
EAM2044,11.4816716666667,36.8528766666667,Koekoek,775,1012.5,1250,2232.75862068966,Male,Ethiopia
EAM2044,11.4816716666667,36.8528766666667,Koekoek,750,906.25,1062.5,1990.12345679012,Female,Ethiopia
EAM2045,11.4759,36.85551,Koekoek,1083.20075757576,1670.13257575758,2230.1724137931,2010.34482758621,Male,Ethiopia
EAM2045,11.4759,36.85551,Koekoek,915.208333333333,1371.45833333333,1817.81609195402,2022.61904761905,Female,Ethiopia
EAM2046,11.4803166666667,36.85759,Koekoek,736.405529953917,1400,1961.33333333333,2030.86419753086,Female,Ethiopia
EAM2046,11.4803166666667,36.85759,Koekoek,870.967741935484,2000,1747.77777777778,2173.94636015326,Male,Ethiopia
EAM2047,11.4737533333333,36.86027,Koekoek,877.538461538461,1975.625,1853.75,1828.21428571429,Female,Ethiopia
EAM2047,11.4737533333333,36.86027,Koekoek,906,414.0625,1234.375,2054.6875,Male,Ethiopia
EAM2048,11.4907833333333,36.8967716666667,Kuroiler,915.057915057915,1352.77777777778,1791.1877394636,1837.43169398907,Female,Ethiopia
EAM2048,11.4907833333333,36.8967716666667,Kuroiler,1094.80249480249,1642.1875,2174.13793103448,2962.93103448276,Male,Ethiopia
EAM2049,11.49213,36.8987733333333,Koekoek,841.666666666667,1344.20903954802,1844,2256.75287356322,Male,Ethiopia
EAM2049,11.49213,36.8987733333333,Koekoek,750,1370.33898305085,1969,1979.25925925926,Female,Ethiopia
EAM2050,11.488365,36.8977816666667,Koekoek,968.285714285714,1216.85714285714,1482.46031746032,2241.98412698413,Male,Ethiopia
EAM2050,11.488365,36.8977816666667,Koekoek,816.666666666667,816.666666666667,855,1995.21604938272,Female,Ethiopia
EAM2051,11.4814983333333,36.890295,Koekoek,753.846153846154,958.173076923077,1162.5,2210.18518518519,Female,Ethiopia
EAM2051,11.4814983333333,36.890295,Koekoek,780,1040,1300,2179.31034482759,Male,Ethiopia
EAM2052,11.47706,36.8908233333333,Kuroiler,918.75,1207.66129032258,2175.90909090909,1627.04545454545,Male,Ethiopia
EAM2052,11.47706,36.8908233333333,Kuroiler,892.56746031746,1207.84050179211,2100,1778.24074074074,Female,Ethiopia
EAM2054,11.4887283333333,36.90694,S-RIR ,459.75975975976,253.584229390681,1628.78787878788,2310.60606060606,Male,Ethiopia
EAM2054,11.4887283333333,36.90694,S-RIR ,644.256756756757,1038.70967741935,1442.85714285714,2038.09523809524,Female,Ethiopia
EAM2056,11.488185,36.89955,Kuroiler,990.321637426901,1251.2962962963,1727.27272727273,2761.36363636364,Male,Ethiopia
EAM2056,11.488185,36.89955,Kuroiler,788.815789473684,1170,1790.90909090909,1938.09523809524,Female,Ethiopia
EAM2058,11.4884283333333,36.8965666666667,Kuroiler,914.434214434214,1368.14516129032,2142.04545454545,2270.83333333333,Male,Ethiopia
EAM2058,11.4884283333333,36.8965666666667,Kuroiler,846.621621621622,1165.32258064516,2102.27272727273,2059.4262295082,Female,Ethiopia
EAM2059,11.48869,36.8829166666667,S-RIR ,665.750915750916,960.25974025974,1278.40909090909,1771.99074074074,Female,Ethiopia
EAM2059,11.48869,36.8829166666667,S-RIR ,735.11396011396,1067.5,1641.25,1744.375,Male,Ethiopia
EAM2061,11.4969833333333,36.869785,Kuroiler,1097.58771929825,956.122448979592,779.285714285714,2370.35714285714,Male,Ethiopia
EAM2061,11.4969833333333,36.869785,Kuroiler,812.258209626631,1179.36507936508,1399.30555555556,1589.57845433255,Female,Ethiopia
EAM2062,11.4688533333333,36.8574766666667,Kuroiler,579.054054054054,1079.17789757412,1245.95687331536,1690.47619047619,Female,Ethiopia
EAM2064,11.4919866666667,36.8987683333333,S-RIR ,623.391812865497,1051.33333333333,1745.45454545455,1861.11111111111,Female,Ethiopia
EAM2064,11.4919866666667,36.8987683333333,S-RIR ,645.484449760766,1287.5,1859.09090909091,1245.45454545455,Male,Ethiopia
EAM2065,11.5131566666667,36.8801583333333,S-RIR ,536.160256410256,992.701878766395,1284.41558441558,1264.93506493506,Male,Ethiopia
EAM2065,11.5131566666667,36.8801583333333,S-RIR ,583.888888888889,1064.00409626216,1142.85714285714,1519.14682539683,Female,Ethiopia
EAM2066,11.4950016666667,36.9076283333333,S-RIR ,396.381578947368,230.5,2190.90909090909,1905.55555555556,Female,Ethiopia
EAM2066,11.4950016666667,36.9076283333333,S-RIR ,651.804511278195,980,926.136363636364,2818.18181818182,Male,Ethiopia
EAM2067,11.4932933333333,36.8872233333333,S-RIR ,735.855263157895,864.285714285714,736.079545454545,2263.77840909091,Male,Ethiopia
EAM2067,11.4932933333333,36.8872233333333,S-RIR ,515.277777777778,801.67714884696,1040.67085953878,1616.66666666667,Female,Ethiopia
EAM2071,11.4825983333333,36.8896833333333,Sasso,1069.3913929208,1514.16256157635,1995.46666666667,2494.46666666667,Female,Ethiopia
EAM2071,11.4825983333333,36.8896833333333,Sasso,1568.18181818182,2185.34482758621,1991.37931034483,1797.41379310345,Male,Ethiopia
EAM2072,11.4962133333333,36.8955383333333,Sasso,1111.39807162534,1609.91379310345,1898.66666666667,2440.48484848485,Female,Ethiopia
EAM2072,11.4962133333333,36.8955383333333,Sasso,1460.04329004329,2045,2270,2495,Male,Ethiopia
EAM2073,11.4812033333333,36.8546483333333,S-RIR ,683.717948717949,942.142857142857,1117.20430107527,1392.59259259259,Female,Ethiopia
EAM2073,11.4812033333333,36.8546483333333,S-RIR ,472.5,988.293650793651,1405.57795698925,1875.33602150538,Male,Ethiopia
EAM2074,11.5057883333333,36.8796883333333,Sasso,667.575757575758,1651.66666666667,2258.68902439024,2647.40853658537,Female,Ethiopia
EAM2074,11.5057883333333,36.8796883333333,Sasso,2160.22727272727,2262.5,2498.89807162534,2812.9476584022,Male,Ethiopia
EAM2075,11.4759883333333,36.8919033333333,Sasso,1206.49350649351,1762.06896551724,2032.04444444444,2446.71111111111,Female,Ethiopia
EAM2075,11.4759883333333,36.8919033333333,Sasso,1340.77134986226,1700.94043887147,1785.57993730408,1870.21943573668,Male,Ethiopia
EAM2076,11.4903166666667,36.890935,Sasso,1266.49831649832,1763.2183908046,2202.87356321839,2642.52873563218,Male,Ethiopia
EAM2076,11.4903166666667,36.890935,Sasso,1091.89295552932,1605.18982932776,2142.37037037037,2591.25925925926,Female,Ethiopia
EAM2077,11.481595,36.903525,Sasso,1479.95337995338,1935.91954022989,1739.6017699115,2054.42477876106,Male,Ethiopia
EAM2077,11.481595,36.903525,Sasso,1110.10101010101,1223.34217506631,1126.33333333333,2016.33333333333,Female,Ethiopia
EAM2078,11.4777583333333,36.88776,Sasso,952.651515151515,1268.43869731801,1659.4962962963,2306.60740740741,Female,Ethiopia
EAM2078,11.4777583333333,36.88776,Sasso,1447.22222222222,2155.7881773399,2248.15270935961,2340.51724137931,Male,Ethiopia
EAM2079,11.4899033333333,36.891775,Kuroiler,820.614035087719,1417.77777777778,2518.18181818182,1994.44444444444,Female,Ethiopia
EAM2079,11.4899033333333,36.891775,Kuroiler,1087.33834586466,1297.33333333333,2414.54545454545,1732.72727272727,Male,Ethiopia
EAM2080,11.4965933333333,36.8954766666667,Sasso,1381.71717171717,1627.24137931034,1874.05405405405,2457.83783783784,Female,Ethiopia
EAM2080,11.4965933333333,36.8954766666667,Sasso,1452.44755244755,1960.34482758621,2141.37931034483,2322.41379310345,Male,Ethiopia
EAM2087,11.3831433333333,36.8666,Koekoek,556.795679567957,572.997299729973,589.198919891989,957.142857142857,Male,Ethiopia
EAM2087,11.3831433333333,36.8666,Koekoek,528.288543140028,517.680339462518,507.072135785007,821.428571428571,Female,Ethiopia
EAM2092,11.379785,36.8722233333333,Koekoek,464.780763790665,465.487977369165,466.195190947666,692.857142857143,Female,Ethiopia
EAM2093,11.3669183333333,36.8771183333333,Koekoek,520.684068406841,355.427542754275,190.17101710171,622.857142857143,Male,Ethiopia
EAM2093,11.3669183333333,36.8771183333333,Koekoek,492.503536067892,532.814710042433,573.125884016973,861.904761904762,Female,Ethiopia
EAM2111,11.3830816666667,36.8681066666667,Koekoek,563.507779349364,552.192362093352,540.876944837341,789.285714285714,Female,Ethiopia
EAM2111,11.3830816666667,36.8681066666667,Koekoek,616.327632763276,587.704770477048,559.081908190819,882.857142857143,Male,Ethiopia
EAM2116,11.3585083333333,36.8515733333333,Koekoek,569.306930693069,668.316831683168,767.326732673267,950.292397660819,Female,Ethiopia
EAM2117,11.3587733333333,36.864855,Koekoek,577.369165487977,585.855728429986,594.342291371994,1010.71428571429,Female,Ethiopia
EAM2119,11.3638483333333,36.8498583333333,Koekoek,675.530410183876,722.206506364922,768.882602545969,1109.52380952381,Male,Ethiopia
EAM2119,11.3638483333333,36.8498583333333,Koekoek,528.288543140028,517.680339462518,507.072135785007,675.438596491228,Female,Ethiopia
